pair_id,gold_label,detector_relationship,topic_similarity,outcome_divergence,significance,confidence_weight,temporal_decay,decision_type_a,decision_type_b,agent_a,agent_b,same_project,same_agent,days_apart,severity,category,scoring_method,len_a,len_b,in_recoded_subset
pair_0343,related_not_contradicting,contradiction,0.739363473246583,0.39162377208121135,0.2258937616663949,0.784219353647678,0.9948088587724698,operational_recovery,operations,claude-code,codex-mcp-client,t,f,0.520,high,factual,llm_v2,743,297,f
pair_0344,related_not_contradicting,contradiction,0.7795238197376054,0.3498597953806608,0.20233540751490933,0.7799999713897705,0.951160646691324,code_review,code_review,staff-reviewer,claude-code,t,f,5.007,high,factual,llm_v2,610,1010,t
pair_0345,related_not_contradicting,contradiction,0.7133028581960179,0.3339154832237893,0.17173755862479112,0.7493997609531331,0.9621465194497749,code_review,code_review,claude-code,reviewer,t,f,3.859,critical,assessment,llm_v2,1353,1911,f
pair_0346,related_not_contradicting,contradiction,0.75989021764175,0.3508098226016121,0.19127311276602568,0.7678541261461634,0.9344425470904293,operational_recovery,code_review,codex-mcp-client,claude-code,t,f,6.781,high,factual,llm_v2,341,1371,f
pair_0347,supersession,contradiction,0.7619142750161926,0.28670228426363775,0.1547047622313213,0.7321201907164878,0.9673508884715266,planning,architecture,claude-code,codex-mcp-client,t,f,3.319,critical,strategic,llm_v2,415,355,f
pair_0348,related_not_contradicting,contradiction,0.7630945916560209,0.30715393473828,0.056834583894877215,0.48989796194005747,0.4949628381724373,architecture,architecture,claude-code,planner,t,f,70.327,critical,strategic,llm_v2,2133,1936,f
pair_0349,related_not_contradicting,contradiction,0.7068016846448442,0.396829478648943,0.20194313929154803,0.7200000286102295,0.9999886878762511,strategic,architecture,strategy-researcher,codex-mcp-client,t,f,0.001,high,strategic,llm_v2,582,297,f
pair_0350,related_not_contradicting,contradiction,0.7350218932203287,0.28858906264134754,0.15263151223881175,0.7375635659577265,0.9755838652979117,deployment,architecture,claude-code,operator,t,f,2.472,critical,strategic,llm_v2,1079,685,f
pair_0351,related_not_contradicting,contradiction,0.8355931595566095,0.3075583484350821,0.18169353014651213,0.7120392986392692,0.9929173581200799,code_review,code_review,reviewer,coder,t,f,0.711,critical,factual,llm_v2,2027,1144,f
pair_0352,related_not_contradicting,contradiction,0.7072424155302097,0.42063730004670463,0.22607003616800714,0.7799999713897705,0.9742543130333615,architecture,architecture,claude-code,codex-mcp-client,t,f,2.608,high,factual,llm_v2,964,184,f
pair_0353,related_not_contradicting,contradiction,0.7682735187979803,0.38421930003790916,0.2295550533553939,0.8084553189077848,0.9619130008201621,investigation,code_review,coder,reviewer,t,f,3.883,critical,factual,llm_v2,1165,368,f
pair_0354,related_not_contradicting,contradiction,0.7144452412547416,0.3165194840393195,0.14851963654774575,0.803118926889932,0.8177764878838558,planning,architecture,planner,admin,t,f,20.117,critical,strategic,llm_v2,2106,2262,f
pair_0355,related_not_contradicting,contradiction,0.7103666175020987,0.3882759265333592,0.13549439249839934,0.7400000095367432,0.663844845906553,deployment,operations,coder,codex-mcp-client,t,f,40.971,high,strategic,llm_v2,1203,434,f
pair_0356,related_not_contradicting,contradiction,0.7071440034725067,0.33011194609772965,0.1907070597874854,0.8485281325067245,0.9627896677965053,deployment,investigation,operator,claude-code,t,f,3.792,high,assessment,llm_v2,1133,1646,f
pair_0357,related_not_contradicting,contradiction,0.7026837037099773,0.36564693062187015,0.10735307693540252,0.5865151411924892,0.7123828483271754,architecture,architecture,claude-code,claude-code,t,t,33.914,critical,factual,llm_v2,2210,899,f
pair_0358,related_not_contradicting,contradiction,0.7185182239697117,0.3733700174925927,0.1913580415427741,0.7699350432455755,0.9264359575374921,architecture,design,coder,claude-code,t,f,7.641,high,strategic,llm_v2,897,1124,f
pair_0359,related_not_contradicting,contradiction,0.7558250475616842,0.3040178777049618,0.16073687352226335,0.7397296904121932,0.9456317891265187,code_review,planning,reviewer,planner,t,f,5.590,critical,factual,llm_v2,1225,1997,f
pair_0360,related_not_contradicting,contradiction,0.7052046239297318,0.3556037302190742,0.18173113781793646,0.7997499427699993,0.906136592350662,architecture,error_handling,codex-mcp-client,claude-code,t,f,9.857,high,strategic,llm_v2,228,1290,f
pair_0361,supersession,contradiction,0.7471157105680986,0.38938567597696117,0.20983235922809038,0.7499333304972747,0.9617937866166623,architecture,architecture,claude-code,codex-mcp-client,t,f,3.896,high,strategic,llm_v2,1381,211,f
pair_0362,related_not_contradicting,contradiction,0.7389122422111869,0.37266363210944453,0.10801508207673556,0.4000000059604645,0.9806511179941533,code_review,code_review,claude-code,reviewer,t,f,1.954,high,factual,llm_v2,905,1517,f
pair_0363,related_not_contradicting,contradiction,0.7793682453726226,0.32613462174713514,0.08490341793268621,0.5477225615860172,0.6098526725426574,architecture,architecture,admin,claude-code,t,f,49.454,high,strategic,llm_v2,428,475,t
pair_0364,related_not_contradicting,contradiction,0.7362235882286282,0.3943639126207451,0.20397177900531607,0.7736924205025428,0.9080188133029554,deployment,deployment,claude-code,codex-mcp-client,t,f,9.649,high,strategic,llm_v2,2697,167,f
pair_0365,unrelated,contradiction,0.7060866426542475,0.4184932661957639,0.12929325923988044,0.7200000286102295,0.6077107229762079,architecture,architecture,design-partner,technical-design-partner,t,f,49.806,high,strategic,llm_v2,1712,1920,f
pair_0366,related_not_contradicting,contradiction,0.7003982390357529,0.4103488810109017,0.14314920772492995,0.8327664795232417,0.5980912022209816,security,operational,security-auditor,claude-code,t,f,51.401,high,factual,llm_v2,406,1802,f
pair_0367,related_not_contradicting,contradiction,0.7119270082013335,0.4869901740969156,0.2165000460108541,0.7997499427699993,0.7808149278434884,implementation,trade_off,coder,codex-mcp-client,t,f,24.742,critical,strategic,llm_v2,2413,241,f
pair_0368,related_not_contradicting,contradiction,0.7067479522365806,0.37030811529532603,0.18551542365036303,0.729931522841715,0.971113774773095,planning,architecture,investigator,coder,t,f,2.931,high,strategic,llm_v2,1680,1816,f
pair_0369,related_not_contradicting,contradiction,0.8008439146359841,0.38108518399956615,0.19904543589839457,0.7977468387824449,0.8175553926603167,deployment,operations,coder,codex-mcp-client,t,f,20.144,high,strategic,llm_v2,1203,175,f
pair_0370,related_not_contradicting,contradiction,0.7126081342998827,0.3688805436092174,0.18362220180035088,0.7799999713897705,0.8955587453995003,bug_fix,architecture,claude-code,codex-mcp-client,t,f,11.031,critical,strategic,llm_v2,606,481,f
pair_0371,related_not_contradicting,contradiction,0.7392033243198671,0.39608743687538817,0.20406657204987827,0.7389181082329186,0.9432364618230182,assessment,architecture,reviewer,claude-code,t,f,5.844,high,strategic,llm_v2,1280,2460,f
pair_0372,related_not_contradicting,contradiction,0.7889316201913659,0.3947913265360732,0.1954677787572114,0.7412151914371458,0.8466889666744978,investigation,deployment,investigator,claude-code,t,f,16.642,high,factual,llm_v2,1387,2497,f
pair_0373,related_not_contradicting,contradiction,0.7358104066337109,0.3711017798067514,0.11875456074785982,0.7823043151388297,0.555924237142916,investigation,architecture,investigator,coder,t,f,58.712,high,strategic,llm_v2,483,2380,f
pair_0374,related_not_contradicting,contradiction,0.7078925263795403,0.41513977281358216,0.20562702160529503,0.699714244963469,0.9999949319877267,architecture,architecture,architect,design-partner,t,f,0.001,high,strategic,llm_v2,1705,1228,f
pair_0375,related_not_contradicting,contradiction,0.7239889495299984,0.3625544759531467,0.2062457133699805,0.8099382717547775,0.9701252341622307,architecture,code_review,codex-mcp-client,reviewer,t,f,3.033,critical,strategic,llm_v2,355,753,f
pair_0376,related_not_contradicting,contradiction,0.7165376581260907,0.3194508249258179,0.14716563512896158,0.7300684733643238,0.8806427832978176,architecture,architecture,codex-mcp-client,coder,t,f,12.710,high,strategic,llm_v2,229,1385,f
pair_0377,related_not_contradicting,contradiction,0.7354077552916168,0.35939022609059046,0.20961489743203457,0.7997499427699993,0.9916843506457141,code_review,code_review,codex-reviewer,claude-code,t,f,0.835,critical,factual,llm_v2,415,1757,f
pair_0378,related_not_contradicting,contradiction,0.7480415853973367,0.3406472974538133,0.08004549235405295,0.5727128443003159,0.5484906988163833,design,architecture,codex-mcp-client,claude-code,t,f,60.058,high,strategic,llm_v2,290,951,f
pair_0379,related_not_contradicting,contradiction,0.7602604144164182,0.381823494619962,0.20889184600254132,0.7803845493234045,0.9221207595112183,database,trade_off,claude-code,codex-mcp-client,t,f,8.108,high,factual,llm_v2,700,196,f
pair_0380,related_not_contradicting,contradiction,0.7119825395160962,0.3832437177110952,0.22465108913044451,0.8390470825142771,0.9812457960691454,code_review,code_review,reviewer,admin,t,f,1.893,critical,assessment,llm_v2,513,983,t
pair_0381,contradiction,contradiction,0.7534449029179722,0.3987592748440262,0.2243093584083316,0.7493997609531331,0.9962573676707902,code_review,architecture,reviewer,coder,t,f,0.375,high,factual,llm_v2,2027,1896,f
pair_0382,related_not_contradicting,contradiction,0.7223733165898935,0.4266866772429866,0.22624994122445005,0.7758866225303647,0.9460616386230575,code_review,code_review,codex-coder,claude-code,t,f,5.545,high,assessment,llm_v2,507,537,f
pair_0383,related_not_contradicting,contradiction,0.7541985703207492,0.3242210660758529,0.19527652525829886,0.8099382717547775,0.9859869873977581,architecture,planning,claude-code,codex-mcp-client,t,f,1.411,critical,strategic,llm_v2,1277,483,f
pair_0384,related_not_contradicting,contradiction,0.739509008556591,0.3358466385418237,0.1799319587482679,0.7493997609531331,0.966741323138401,planning,error_handling,planner,claude-code,t,f,3.382,critical,strategic,llm_v2,672,1290,f
pair_0385,related_not_contradicting,contradiction,0.7051169721960743,0.4000845983883832,0.17253593631992065,0.8099382717547775,0.755117686594705,architecture,investigation,codex-mcp-client,reviewer,t,f,28.088,critical,strategic,llm_v2,484,340,f
pair_0386,related_not_contradicting,contradiction,0.8051740221617656,0.32119390279891,0.19201619472909282,0.8099382717547775,0.9167035026866737,architecture,architecture,planner,claude-code,t,f,8.697,critical,strategic,llm_v2,494,1809,f
pair_0387,related_not_contradicting,contradiction,0.7111366573133161,0.3599636428247933,0.16137975821138,0.7997499427699993,0.7882847748134081,architecture,architecture,claude-code,reviewer,t,f,23.790,high,strategic,llm_v2,1654,1699,f
pair_0388,related_not_contradicting,contradiction,0.7326229723356487,0.3776247393242783,0.14017249084479552,0.7197221671271719,0.7039745208708581,testing,architecture,coder,claude-code,t,f,35.101,high,strategic,llm_v2,1534,1973,f
pair_0389,related_not_contradicting,contradiction,0.7434500538147479,0.30794986785638245,0.15525253638687422,0.7483314765582876,0.9061766592925338,architecture,architecture,claude-code,admin,t,f,9.852,high,strategic,llm_v2,1688,2031,f
pair_0390,supersession,contradiction,0.7160043474459663,0.3734809882645629,0.20457135891723166,0.7799999713897705,0.9807675421708051,security,security,codex-mcp-client,coder,t,f,1.942,high,factual,llm_v2,375,539,f
pair_0391,related_not_contradicting,contradiction,0.717049166369821,0.3663474457966428,0.20960408949631373,0.8199999928474426,0.9730693650097271,deployment,assessment,codex-mcp-client,claude-code,t,f,2.730,critical,strategic,llm_v2,841,1277,f
pair_0392,related_not_contradicting,contradiction,0.7099350412184314,0.36151135032417037,0.1786044104656053,0.7576278672396153,0.9185349557831024,architecture,architecture,claude-code,coder,t,f,8.498,high,strategic,llm_v2,792,1016,f
pair_0393,supersession,contradiction,0.7287342884172032,0.347809070211206,0.19879019527529762,0.8148619493772736,0.9625001678904836,architecture,implementation,codex-mcp-client,claude-code,t,f,3.822,high,factual,llm_v2,280,1676,f
pair_0394,supersession,contradiction,0.7101218372614179,0.3568687084023915,0.2052196714630597,0.8099382717547775,0.999829001416022,architecture,trade_off,claude-code,codex-mcp-client,t,f,0.017,critical,factual,llm_v2,419,239,f
pair_0395,supersession,contradiction,0.7163145040904729,0.3255876485268806,0.18422807460578047,0.7899366977233939,0.9999812503231154,architecture,code_review,admin,codex-mcp-client,t,f,0.002,critical,factual,llm_v2,965,245,f
pair_0396,related_not_contradicting,contradiction,0.7182001866720984,0.34057866624252564,0.16335797000866623,0.7120392986392692,0.9379364423533976,architecture,architecture,design-architect,claude-code,t,f,6.407,high,strategic,llm_v2,1296,1832,f
pair_0397,related_not_contradicting,contradiction,0.7275225582910761,0.37448530949208547,0.2388649493933033,0.8797726935809074,0.9965536840325602,operational_recovery,operational_recovery,codex-mcp-client,agent-one,t,f,0.345,critical,strategic,llm_v2,167,981,f
pair_0398,unrelated,contradiction,0.7186672623016822,0.38659380753402073,0.2083737874717299,0.75,0.9999978524661949,code_review,code_review,security-auditor,reviewer,t,f,0.000,high,assessment,llm_v2,760,2317,f
pair_0399,related_not_contradicting,contradiction,0.7381675640696883,0.38101954938557014,0.2281758266816305,0.8579044377544012,0.9456458072818638,code_review,code_review,admin,reviewer,t,f,5.589,high,factual,llm_v2,376,503,t
pair_0400,related_not_contradicting,contradiction,0.7630748027313285,0.2982224970234152,0.12328749743838151,0.6708204065779405,0.8076166358547056,architecture,architecture,reviewer,planner,t,f,21.367,high,strategic,llm_v2,2373,1936,f
pair_0401,supersession,contradiction,0.8323900174738506,0.39683940629702275,0.25377679225195704,0.768374920407054,0.9998551041444834,code_review,documentation,reviewer,coder,t,f,0.014,critical,factual,llm_v2,882,1768,f
pair_0402,related_not_contradicting,contradiction,0.701236198308687,0.3871045007342748,0.2066028333817242,0.8094442263127793,0.9402791287475731,code_review,code_review,codex,claude-code,t,f,6.158,high,factual,llm_v2,185,1515,f
pair_0403,supersession,contradiction,0.731018188186931,0.3896205778993822,0.23045239419455743,0.8094442263127793,0.9995953473044119,planning,planning,codex-mcp-client,claude-code,t,f,0.040,high,strategic,llm_v2,355,1302,f
pair_0404,supersession,contradiction,0.72915474798394,0.3674756551708491,0.13599174870212932,0.7648529130115985,0.6635694025188654,architecture,architecture,codex-mcp-client,claude-code,t,f,41.012,high,strategic,llm_v2,314,395,f
pair_0405,related_not_contradicting,contradiction,0.7326682866398455,0.4658446920104228,0.29297625301766766,0.8590692486711272,0.999207538968553,operational_recovery,trade_off,agent-one,codex-mcp-client,t,f,0.079,high,strategic,llm_v2,981,120,f
pair_0406,supersession,contradiction,0.7760282252349285,0.3999761717415202,0.23020110057761586,0.7799999713897705,0.9508262697888853,architecture,architecture,codex-mcp-client,claude-code,t,f,5.042,high,strategic,llm_v2,385,610,f
pair_0407,supersession,contradiction,0.7711603281241739,0.34670706842058274,0.1362625842927568,0.7197221671271719,0.7081159341117432,testing,implementation,coder,claude-code,t,f,34.515,high,strategic,llm_v2,1534,171,f
pair_0408,related_not_contradicting,contradiction,0.760126242031495,0.37818752465080474,0.22121336434580927,0.7899366977233939,0.9741506980581771,code_review,code_review,reviewer,coder,t,f,2.619,critical,assessment,llm_v2,2027,1095,f
pair_0409,related_not_contradicting,contradiction,0.7338621127951539,0.3432095833041423,0.17062740732672685,0.7245688619881391,0.9349647821876804,code_review,assessment,claude-code,reviewer,t,f,6.725,high,strategic,llm_v2,537,754,f
pair_0410,related_not_contradicting,contradiction,0.7278270010271558,0.3749490673771404,0.1238255556743347,0.8142481159191917,0.55725385620028,code_review,design,reviewer,coder,t,f,58.473,high,factual,llm_v2,438,926,f
pair_0411,supersession,contradiction,0.7125979963482834,0.39778901902611286,0.19718735675608487,0.7997499427699993,0.8698161372124178,architecture,architecture,claude-code,codex-mcp-client,t,f,13.947,high,strategic,llm_v2,196,402,f
pair_0412,related_not_contradicting,contradiction,0.7055231646148019,0.4505402102215956,0.2535699604225791,0.8190238009686848,0.9739943671797314,architecture,architecture,claude-code,codex-mcp-client,t,f,2.635,high,strategic,llm_v2,522,269,f
pair_0413,supersession,contradiction,0.7068897064826345,0.4081664127606581,0.2170074618207244,0.784219353647678,0.9590653245190616,deployment,deployment,claude-code,codex-mcp-client,t,f,4.180,high,strategic,llm_v2,910,167,f
pair_0414,related_not_contradicting,contradiction,0.705837178018146,0.39293456248673486,0.14135641057708107,0.7197221671271719,0.7081509936483168,implementation,testing,claude-code,coder,t,f,34.510,high,strategic,llm_v2,717,1534,f
pair_0415,supersession,contradiction,0.7308310752433372,0.39144193163612073,0.21801461545801815,0.8397618743304525,0.9074968042788969,deployment,deployment,claude-code,codex-mcp-client,t,f,9.707,critical,factual,llm_v2,1051,183,f
pair_0416,related_not_contradicting,contradiction,0.7445344265527083,0.3908441050368521,0.20434672823200312,0.7300684733643238,0.9618685923869275,assessment,investigation,claude-code,investigator,t,f,3.888,high,factual,llm_v2,1078,910,f
pair_0417,related_not_contradicting,contradiction,0.7016949001150019,0.31600645335776445,0.10108625122038425,0.7389181082329186,0.616952189101278,operations,code_review,codex-mcp-client,claude-code,t,f,48.296,high,strategic,llm_v2,243,1648,f
pair_0418,related_not_contradicting,contradiction,0.7453371479142162,0.39985009081986833,0.1318455365648873,0.5865151411924892,0.7542863311046736,database,deployment,codex-mcp-client,claude-code,t,f,28.198,high,factual,llm_v2,301,733,f
pair_0419,supersession,contradiction,0.7312642306124777,0.37895973227888247,0.21652823797396334,0.7937253760475745,0.984411958769109,error_handling,investigation,coder,operator,t,f,1.571,high,factual,llm_v2,472,536,f
pair_0420,supersession,contradiction,0.7326677895907158,0.4522478191346244,0.24327193879604384,0.7348469374350499,0.9991059550892276,architecture,architecture,admin,reviewer,t,f,0.089,high,strategic,llm_v2,335,220,t
pair_0421,supersession,contradiction,0.7400499693178366,0.4162594833063711,0.2482548732952147,0.8249848364534654,0.976847187995068,deployment,deployment,claude-code,codex-mcp-client,t,f,2.343,critical,factual,llm_v2,635,167,f
pair_0422,related_not_contradicting,contradiction,0.7140093134738905,0.3912804855353611,0.12352505094253453,0.699999988079071,0.6316331915999626,assessment,strategic,claude-code,strategy-advisor,t,f,45.945,high,strategic,llm_v2,929,581,f
pair_0423,related_not_contradicting,contradiction,0.714261406337659,0.386181826835439,0.18351983105348452,0.7300684733643238,0.9113189244135304,documentation,architecture,cli,coder,t,f,9.286,high,strategic,llm_v2,913,1302,f
pair_0424,supersession,contradiction,0.7186669256080488,0.39295806380728937,0.16172787256248466,0.5727128443003159,0.9999403347881414,code_review,architecture,coder,claude-code,t,f,0.006,critical,strategic,llm_v2,262,475,t
pair_0425,related_not_contradicting,contradiction,0.7407553631849066,0.3798506797590402,0.2238509674738274,0.8099382717547775,0.9822439041524994,code_review,code_review,claude-code,codex-mcp-client,t,f,1.792,high,factual,llm_v2,1450,270,f
pair_0426,related_not_contradicting,contradiction,0.7031799994915701,0.3595272669340541,0.12192261915245496,0.694550205722959,0.6943561659074129,investigation,trade_off,claude-code,codex-mcp-client,t,f,36.477,high,factual,llm_v2,3173,372,f
pair_0427,related_not_contradicting,contradiction,0.7478176888583947,0.3753361660418898,0.20558129044172807,0.7348469374350499,0.9967139852936361,architecture,architecture,design-partner,admin,t,f,0.329,high,strategic,llm_v2,2369,2262,f
pair_0428,related_not_contradicting,contradiction,0.7262843586704518,0.3982303309780474,0.18050954048053133,0.7758865894971901,0.8043793059788611,investigation,trade_off,operator,codex-mcp-client,t,f,21.768,high,factual,llm_v2,2141,299,f
pair_0429,related_not_contradicting,contradiction,0.7641226740846532,0.2705729517846788,0.08084311568908971,0.7412151914371458,0.5275349829249727,deployment,deployment,operator,claude-code,t,f,63.954,critical,strategic,llm_v2,1106,2497,f
pair_0430,related_not_contradicting,contradiction,0.7028029057928855,0.353108746602699,0.17040956067152635,0.7977468387824449,0.8607694427307662,implementation,architecture,codex,codex-mcp-client,t,f,14.993,high,factual,llm_v2,405,257,f
pair_0431,related_not_contradicting,contradiction,0.7435292659894869,0.39778592879616537,0.21036937747492376,0.798435954336921,0.8908302429250671,operational,investigation,operator,claude-code,t,f,11.560,high,factual,llm_v2,1412,1272,f
pair_0432,related_not_contradicting,contradiction,0.7776438750492198,0.2895816162346644,0.1554423712834823,0.7389181082329186,0.934160199020951,code_review,code_review,codex-mcp-client,claude-code,t,f,6.811,critical,assessment,llm_v2,496,1782,f
pair_0433,related_not_contradicting,contradiction,0.7254866731950183,0.39243218406002767,0.1577847194713831,0.7099296122570444,0.7806486155899589,conflict_resolution,investigation,claude-code,investigator,t,f,24.763,critical,factual,llm_v2,3364,3926,t
pair_0434,supersession,contradiction,0.8357339126314607,0.1811237099372932,0.13433120748785637,0.8986100447452027,0.9875573350959698,architecture,architecture,admin,admin,t,t,1.252,critical,strategic,llm_v2,95,112,t
pair_0435,supersession,supersession,0.8570486358955094,0.17950791056033888,0.11146786864117252,0.724568831139805,0.9999562271433604,bug_fix,trade_off,admin,admin,t,t,0.004,high,factual,llm_v2,89,120,t
pair_0436,related_not_contradicting,contradiction,0.7127458672911632,0.40621567283151017,0.2327182409496834,0.8448668519479543,0.9513728885528412,operational_recovery,trade_off,claude-code,codex-mcp-client,t,f,4.985,high,strategic,llm_v2,440,133,f
pair_0437,related_not_contradicting,contradiction,0.7257066179443474,0.3402046750242509,0.1111167345300037,0.7249827526934916,0.6207981789091098,operations,deployment,codex-mcp-client,claude-code,t,f,47.675,high,strategic,llm_v2,538,2697,f
pair_0438,related_not_contradicting,contradiction,0.7123285636782355,0.44339377825589676,0.22176641077739184,0.7997499427699993,0.8779536641223715,design,error_handling,codex-mcp-client,claude-code,t,f,13.016,high,strategic,llm_v2,196,1290,f
pair_0439,contradiction,contradiction,0.7271183109206122,0.3594185901030692,0.1635044109620272,0.7576278672396153,0.8257867590823813,architecture,implementation,codex-mcp-client,claude-code,t,f,19.142,high,strategic,llm_v2,178,1455,f
pair_0440,related_not_contradicting,contradiction,0.7395534762911771,0.38376452626824,0.1959466899608784,0.7389181082329186,0.9343448825792654,architecture,code_review,codex-mcp-client,claude-code,t,f,6.791,high,strategic,llm_v2,563,1782,f
pair_0441,related_not_contradicting,contradiction,0.7186761265205988,0.3713258718111436,0.10878653944327811,0.7648529130115985,0.5329774185165214,code_review,documentation,codex-mcp-client,claude-code,t,f,62.928,critical,assessment,llm_v2,331,175,f
pair_0442,related_not_contradicting,contradiction,0.7272776100121148,0.41947095679493285,0.2323382251018702,0.8986100447452027,0.8475147869026948,security,investigation,security-auditor,investigator,t,f,16.545,critical,factual,llm_v2,406,625,f
pair_0443,related_not_contradicting,contradiction,0.7832442797364889,0.36093797787790827,0.15743385081928302,0.7899366977233939,0.7049787325067775,architecture,architecture,coder,claude-code,t,f,34.959,high,strategic,llm_v2,1413,540,f
pair_0444,supersession,supersession,0.7944535750896884,0.3814616809103468,0.21210432091400297,0.699999988079071,0.99984353175447,planning,assessment,claude-code,claude-code,t,t,0.016,high,strategic,llm_v2,2063,1981,t
pair_0445,supersession,contradiction,0.7414960884724824,0.2966416109869894,0.16837884200807443,0.7799999713897705,0.9814134289474149,security,security,codex-mcp-client,coder,t,f,1.876,high,factual,llm_v2,180,976,f
pair_0446,supersession,contradiction,0.7953833900473627,0.2909978345538101,0.16895646997760402,0.7300684733643238,0.9998732689824428,code_review,documentation,reviewer,coder,t,f,0.013,high,factual,llm_v2,882,586,f
pair_0447,related_not_contradicting,contradiction,0.7561175826412658,0.34477242954149945,0.17728486828359952,0.7745966750126783,0.8779588766578836,architecture,architecture,coder,admin,t,f,13.016,high,strategic,llm_v2,324,429,t
pair_0448,unrelated,contradiction,0.7443896444337867,0.33319949029987894,0.17059391035656693,0.7576278994954294,0.9078266212523752,code_review,architecture,reviewer,claude-code,t,f,9.670,high,factual,llm_v2,1202,1514,f
pair_0449,supersession,contradiction,0.7018531594692481,0.42550924899387566,0.23880462881367817,0.7997499427699993,0.9998463353310045,implementation,architecture,codex-coder,codex-mcp-client,t,f,0.015,high,strategic,llm_v2,430,230,f
pair_0450,related_not_contradicting,contradiction,0.7569149465756159,0.331136345318901,0.1030503317002167,0.7200000286102295,0.5710352891957433,investigation,operational,investigator,claude-code,t,f,56.030,critical,factual,llm_v2,1678,1102,f
pair_0451,related_not_contradicting,contradiction,0.7024244665784705,0.3398389571010799,0.17479900895568862,0.7348469374350499,0.9964816022022048,architecture,architecture,coder,claude-code,t,f,0.352,high,strategic,llm_v2,2989,715,f
pair_0452,supersession,contradiction,0.7089247983752536,0.37153487331667423,0.21843620608418224,0.8294576672115889,0.9998403202603521,error_handling,code_review,claude-code,reviewer,t,f,0.016,critical,assessment,llm_v2,1184,368,f
pair_0453,related_not_contradicting,contradiction,0.7168450189126231,0.3766408797987475,0.18539152502490272,0.7997499427699993,0.8585842783697313,architecture,architecture,claude-code,codex-mcp-client,t,f,15.247,high,strategic,llm_v2,1262,267,f
pair_0454,related_not_contradicting,contradiction,0.7015532920625666,0.42268791836618747,0.23569077884722062,0.7959899633436179,0.9985147813622005,operational_recovery,operations,codex-mcp-client,codex-mcp-client,t,t,0.149,critical,strategic,llm_v2,341,204,f
pair_0455,supersession,contradiction,0.7337571955369825,0.3003241152732461,0.17843407829611438,0.8099382717547775,0.9997313274300752,architecture,architecture,codex-mcp-client,claude-code,t,f,0.027,high,strategic,llm_v2,275,1211,f
pair_0456,contradiction,contradiction,0.7858443623822129,0.261999063633814,0.15343033059686975,0.758946659173919,0.9818919198333107,assessment,code_review,verifier,reviewer,t,f,1.827,high,assessment,llm_v2,1683,2695,f
pair_0457,related_not_contradicting,contradiction,0.7463144717105357,0.37341998859682346,0.1382699027498585,0.7599999904632568,0.6528217963130939,investigation,error_handling,operator,claude-code,t,f,42.645,high,factual,llm_v2,1244,1666,f
pair_0458,related_not_contradicting,contradiction,0.7091520713199669,0.3140567781415319,0.14950999144548174,0.7493997609531331,0.8957960016530279,planning,architecture,admin,reviewer,t,f,11.004,critical,factual,llm_v2,1643,1699,f
pair_0459,related_not_contradicting,contradiction,0.7007333867976374,0.42298321068381395,0.2283656805830157,0.8494704172575316,0.9069986459963362,deployment,deployment,claude-code,codex-mcp-client,t,f,9.761,high,factual,llm_v2,1051,293,f
pair_0460,related_not_contradicting,contradiction,0.7379024423097272,0.2743683554713563,0.13336175486138402,0.699999988079071,0.9410231357919815,architecture,planning,claude-code,cursor-vscode,t,f,6.079,critical,strategic,llm_v2,2151,819,f
pair_0461,related_not_contradicting,contradiction,0.771828930022943,0.2603080120942409,0.10483593563349737,0.7389181082329186,0.7061635181755435,architecture,architecture,codex-mcp-client,claude-code,t,f,34.791,high,strategic,llm_v2,509,1213,f
pair_0462,related_not_contradicting,contradiction,0.7227119332982119,0.30126473896624906,0.1550345868205808,0.7211102472404044,0.9874461024293081,architecture,architecture,codex-mcp-client,coder,t,f,1.263,critical,strategic,llm_v2,355,1956,f
pair_0463,related_not_contradicting,contradiction,0.724107002055253,0.3923600700189057,0.21096182356874113,0.75,0.9900452786145011,documentation,architecture,editor,claude-code,t,f,1.000,high,strategic,llm_v2,1268,1461,f
pair_0464,related_not_contradicting,contradiction,0.7085877736067749,0.4123465245814859,0.19058524928009732,0.8797726935809074,0.7414174670058982,operations,assessment,codex-mcp-client,claude-code,t,f,29.919,critical,factual,llm_v2,222,874,f
pair_0465,related_not_contradicting,contradiction,0.7149532723747885,0.4266509286886859,0.23456736843141693,0.7745966750126783,0.9927539268494083,architecture,architecture,claude-code,coder,t,f,0.727,critical,strategic,llm_v2,419,1691,f
pair_0466,supersession,contradiction,0.7849107706779219,0.3651548967336189,0.2219294902944683,0.7745966750126783,0.9996361881778683,code_review,code_review,coder,reviewer,t,f,0.036,critical,factual,llm_v2,1137,868,f
pair_0467,related_not_contradicting,contradiction,0.7449706863125224,0.3316586146433469,0.21069922620297704,0.8549853990936603,0.9974101329490427,deployment,investigation,codex-mcp-client,investigator,t,f,0.259,critical,factual,llm_v2,196,760,f
pair_0468,related_not_contradicting,contradiction,0.7321931843330859,0.36830978037078066,0.1808188150487701,0.7476630182069502,0.8968065794076081,investigation,operations,claude-code,codex-mcp-client,t,f,10.892,high,strategic,llm_v2,668,205,f
pair_0469,supersession,contradiction,0.7481536813631202,0.36455153164854415,0.19082521147028808,0.7211102472404044,0.9702515400029285,trade_off,architecture,claude-code,claude-code,t,t,3.020,high,strategic,llm_v2,1327,857,f
